title,author
William Cooper's Town,Alan Taylor
Going Native,Stephen Wright
Beyond Freedom and Dignity,B. F. Skinner
Payback,Margaret Atwood
If Nobody Speaks of Remarkable Things,Jon McGregor
The Enchantress of Florence,Salman Rushdie
My Father and other Working-Class Football Heroes,Gary Imlac
"Everything Ravaged, Everything Burned",Wells Tower
Injury Time,Beryl Bainbridge
Fools of Fortune,William Trevor
Every Man for Himself,Beryl Bainbridge
Tales from Ovid,Ted Hughes
Cooper's Creek,Alan Moorehead
Carrying the Fire,Michael Collins
Grizzly Years,Doug Peacock
Untold Stories,Alan Bennett
The Blair Years,Alastair Campbell
Say You’re One of Them,Uwem Akpan
Naked,David Sedaris
Borrowed Time,Paul Monette
The Night Manager,John le Carré
Practical Magic,Alice Hoffman
Born to Run,Chris McDougall
"Breath, Eyes, Memory",Edwidge Danticat
The Fiery Trial,Eric Foner
The Internal Enemy,Alan Taylor
The Public Burning,Robert Coover
The Soft Machine,William S. Burroughs
Nova Express,William S. Burroughs
The Finkler Question,Howard Jacobson
Skinny Legs and All,Tom Robbins
Yellow Back Radio Broke-Down,Ishmael Reed
Crazy Salad,Nora Ephron
A Drinking Life,Pete Hamill
The Wordy Shipmates,Sarah Vowell
Follow the River,James Alexander Thom
Chesapeake,James A. Michener
A Home at the End of the World,Michael Cunningham
Eustace and Hilda,L. P. Hartley
Vida,Marge Piercy
Animal Dreams,Barbara Kingsolver
Matterhorn,Karl Marlantes
The House Of Splendid Isolation,Edna O'Brien
Lucy,Jamaica Kincaid
The Complete Short Stories of Jack London,Jack London
Wild at Heart,Barry Gifford
Einstein's Dreams,Alan Lightman
Complete Stories,Dorothy Parker
Future Shock,Alvin Toffler
The Dancing Wu Li Masters,Gary Zukav
"South of the Border, West of the Sun",Haruki Murakami
The Clash of Civilizations,Samuel P. Huntington
The Boy in the Striped Pyjamas,John Boyne
Knots and Crosses,Ian Rankin
The Real Life of Alejandro Mayta,Mario Vargas Llosa
Anything Is Possible,Elizabeth Strout
LaRose,Louise Erdrich
Wolf in White Van,John Darnielle
The Wise Man's Fear,Patrick Rothfuss
"Boy, Snow, Bird",Helen Oyeyemi
An Absolutely Remarkable Thing,Hank Green
The Twelve Lives of Samuel Hawley,Hannah Tinti
Seven Brief Lessons on Physics,Carlo Rovelli
The Infatuations,Javier Marias
The Spirit Level,Richard Wilkinson
Adults in the Room,Yanis Varoufakis
Behold the Dreamers,Imbolo Mbue
Call Me Zebra,Azareen Van der Vliet Oloomi
Sea Monsters,Chloe Aridjis
The Baroque Cycle,Neal Stephenson
Out Of Sheer Rage,Geoff Dyer
Mariette In Ecstasy,Ron Hansen
Desertion,Abdulrazak Gurnah
Tapping The Source,Kem Nunn
Vanishing Point,David Markson
Thomas the Rhymer,Ellen Kushner
Ombria in Shadow,Patricia A. McKillip
Redemption in Indigo,Karen Lord
Ka,John Crowley
A Hat Full of Sky,Terry Pratchett
The Freedom Maze,Delia Sherman
Frogkisser,Garth Nix
A Wizard's Guide to Defensive Baking,T. Kingfisher
The Sea And Summer,George Turner
Take Back Plenty,Colin Greenland
Permutation City,Greg Egan
Song Of Time,Ian R. MacLeod
My Brother's Husband,Gengoroh Tagame
The Passage,Justin Cronin
The Cabin At The End Of The World,Paul Tremblay
George,Alex Gino
One Crazy Summer,Rita Williams-Garcia
Last Stop On Market Street,Matt de la Peña
Exit Strategy,Martha Wells
12 Rules For Life,Jordan B. Peterson
The Subtle Art Of Not Giving A F*Ck,Mark Manson
Before I Go To Sleep,S. J. Watson
The Silent Patient,Alex Michaelides
Property,Valerie Martin
The Road Home,Rose Tremain
The Lacuna,Barbara Kingsolver
The Book Of Form And Emptiness,Ruth Ozeki
The Player Of Games,Iain Banks
The Robots Of Dawn,Isaac Asimov
The Warrior's Apprentice,Lois McMaster Bujold
Nightfall,Isaac Asimov
Excession,Iain Banks
Eon,Greg Bear
The Difference Engine,William Gibson
Galapagos,Kurt Vonnegut
Time Out Of Joint,Philip K. Dick
The Many Coloured Land,Julian May
In The Garden Of Iden,Kage Baker
Tales From Firozsha Baag,Rohinton Mistry
The Informer,Liam O'Flaherty
Imperial Caesar,Rex Warner
"Langrishe, Go Down",Aidan Higgins
A Disaffection,James Kelman
Downriver,Iain Sinclair
Crossing The River,Caryl Phillips
The Folding Star,Alan Hollinghurst
The Tyranny Of Distance,Geoffrey Blainey
The Children's Bach,Helen Garner
Death And Nightingales,Eugene McCabe
"Black List, Section H",Francis Stuart
Wonderful Life,Stephen Jay Gould
The Forgotten Waltz,Anne Enright
Short Nights Of The Shadow Catcher,Timothy Egan
Manhattan Beach,Jennifer Egan
Fathoms,Rebecca Giggs
Gorillas In The Mist,Dian Fossey
Power Of Now,Eckhart Tolle
In The Distance,Hernan Díaz
The Sisters Brothers,Patrick DeWitt
News Of The World,Paulette Jiles
Margaret The First,Danielle Dutton
The Secret Lives Of Colour,Kassia St. Clair
The Shadow Year,Jeffrey Ford
Tender Morsels,Margo Lanagan
Alif The Unseen,G. Willow Wilson
The Chimes,Anna Smaill
The Sudden Appearance Of Hope,Claire North
Hothouse,Brian Aldiss
Greybeard,Brian Aldiss
Orbitsville,Bob Shaw
Engine Summer,John Crowley
Wild Seed,Octavia E. Butler
"The Skystone (The Camulod Chronicles, Book 1)",Jack Whyte
From The Fifteenth District,Mavis Gallant
The Book Of Evidence,John Banville
A Strange And Sublime Address,Amit Chaudhuri
One Piece,Eiichiro Oda
Chainsaw Man,Tatsuki Fujimoto
Pandora's Jar,Natalie Haynes
The Things You Can See Only When You Slow Down,Haemin Sunim
In Search Of Schrodinger's Cat,John Gribbin
Me,Elton John
The Beauty Of Everyday Things,Soetsu Yanagi
Scar Tissue,Anthony Kiedis
Cash,Johnny Cash
"Moon Witch, Spider King",Marlon James
Blasted,Sarah Kane
John,Annie Baker
The History Boys,Alan Bennett
August,Tracy Letts
The Heidi Chronicles,Wendy Wasserstein
Fool For Love,Sam Shepard
Clybourne Park,Bruce Norris
"The Goat, Or Who Is Sylvia?",Edward Albee
Six Degrees Of Separation,John Guare
The Humans,Stephen Karam
Strange Interlude,Eugene O'Neill
The Pillowman,Martin McDonagh
The Fire Raisers,Max Frisch
The Real Thing,Tom Stoppard
The Weir,Conor McPherson
Uncommon Women And Others,Wendy Wasserstein
Cloud 9,Caryl Churchill
The Lieutenant Of Inishmore,Martin McDonagh
Accidental Death Of An Anarchist,Dario Fo
A Clash Of Kings,George R. R. Martin
A Feast For Crows,George R. R. Martin
A Dance With Dragons,George R. R. Martin
Foundation And Earth,Isaac Asimov
Prelude To Foundation,Isaac Asimov
Forward The Foundation,Isaac Asimov
Wittgenstein Jr.,Lars Iyer
Galileo's Daughter,Dava Sobel
In The Hand Of The Goddess,Tamora Pierce
The Woman Who Rides Like A Man,Tamora Pierce
Lioness Rampant,Tamora Pierce
Hood Feminism,Mikki Kendall
Feminism Is For Everybody,bell hooks
Gender Outlaw,Kate Bornstein
The Vagina Monologues,Eve Ensler
Eleanor Oliphant Is Completely Fine,Gail Honeyman
The Five,Hallie Rubenhold
The World Is Not Enough,Zoe Oldenbourg
Wife,Bharati Mukherjee
The Volcano Lover,Susan Sontag
Away,Jane Urquhart
Summer,Ali Smith
Labyrinth,Kate Mosse
How To Be A Woman,Caitlin Moran
The Crimson Petal And The White,Michel Faber
The Blade Itself,Joe Abercrombie
The Final Empire,Brandon Sanderson
The Ninth Rain,Jen Williams
"The 10,000 Doors Of January",Alix E. Harrow
Some Kind Of Fairy Tale,Graham Joyce
Foundryside,Robert Jackson Bennett
The Unnamed,Joshua Ferris
Bossypants,Tina Fey
Dear Life,Alice Munro
People Who Eat Darkness,Richard Lloyd Parry
Gulp,Mary Roach
The Drunken Botanist,Amy Stewart
Ship Of Magic,Robin Hobb
The Coming Of Conan The Cimmerian,Robert E. Howard
River Of Gods,Ian McDonald
The Carpet Makers,Andreas Eschbach
The Long Earth,Terry Pratchett
Metro 2033,Dmitri Glukhovsky
The Rediscovery Of Man,Cordwainer Smith
The Ghost In The Shell,Shirow Masamune
Making Money,Terry Pratchett
A Snake Falls To Earth,Darcie Little Badger
I Shall Wear Midnight,Terry Pratchett
The City We Became,N. K. Jemisin
The Dervish House,Ian McDonald
Chasm City,Alastair Reynolds
Feersum Endjinn,Iain Banks
Pyramids,Terry Pratchett
The Cellist Of Sarajevo,Steven Galloway
Cujo,Stephen King
Floating Dragon,Peter Straub
The Shining Girls,Lauren Beukes
The Spear Cuts Through Water,Simon Jimenez
Oathbringer,Brandon Sanderson
Anita Blake,Laurell K. Hamilton
Catching Fire,Suzanne Collins
Number The Stars,Lois Lowry
Mockingjay,Suzanne Collins
The Rainmaker,John Grisham
Encyclopedia Brown,Donald J. Sobol
A Walk To Remember,Nicholas Sparks
The Maze Runner,James Dashner
When You Reach Me,Rebecca Stead
The Mammoth Hunters,Jean M. Auel
Julie Of The Wolves,Jean Craighead George
Walk Two Moons,Sharon Creech
Dreamcatcher,Stephen King
The Memory Keeper's Daughter,Kim Edwards
Deception Point,Dan Brown
Translations,Brian Friel
Astrophysics For People In A Hurry,Neil deGrasse Tyson
High Price,Carl Hart
White Trash,Nancy Isenberg
Treasury Of The True Dharma Eye,Kazuaki Tanahashi
The Body,Yasuo Yuasa
The Bounds Of Sense,P. F. Strawson
Red Memory,Tania Branigan
Autumn In The Heavenly Kingdom,Stephen R. Platt
Christianity,Diarmaid MacCulloch
Salt,Earl Lovelace
Sailing Alone Around The Room,Billy Collins
The Devil Finds Work,James Baldwin
"Love, Loss, And What I Wore",Ilene Beckerman
Laughing In The Hills,Bill Barich
Memorial,Ferdinando Camon
Cultural Amnesia,Clive James
A False Spring,Pat Jordan
Five Days In London,John Lukacs
The Ghost Writer,Philip Roth
Midnight In Sicily,Peter Robb
Within The Context Of No Context,George W. S. Trow
Life In Code,Ellen Ullman
Spillover,David Quammen
The Dialectic Of Sex,Shulamith Firestone
Shelley,Richard Holmes
Understanding Comics,Scott McCloud
Death Without Weeping,Nancy Scheper-Hughes
The Discovery Of France,Graham Robb
Lullabies For Little Criminals,Heather O'Neill
Natasha And Other Stories,David Bezmozgis
The Golden Mean,Annabel Lyon
The Outlander,Gil Adamson
No One Belongs Here More Than You,Miranda July
The Battle For God,Karen Armstrong
Can't Stop Won't Stop,Jeff Chang
The Night Of The Gun,David Carr
The Odd Woman And The City,Vivian Gornick
Taipei People,Pai Hsien-yung
Baptism,Yang Jiang
The Young Newcomer In The Organizational Department,Wang Meng
The Milagro Beanfield War,John Nichols
Fat City,Leonard Gardner
The Autobiography Of Miss Jane Pittman,Ernest J. Gaines
The Lone Ranger And Tonto Fistfight In Heaven,Sherman Alexie
I Racconti,Alberto Moravia
Ninfa Plebea,Domenico Rea
The House on Via Gemito,Domenico Starnone
The Book Of My Lives,Aleksandar Hemon
Chinaman,Shehan Karunatilaka
The Night Tiger,Yangsze Choo
Jawbone,Mónica Ojeda
East West Street,Philippe Sands
Unnatural Selection,Mara Hvistendahl
Shanghai Baby,Wei Hui
The Corpse Walker,Liao Yiwu
Why We Took The Car,Wolfgang Herrndorf
The Enlightenment Of The Greengage Tree,Shokoofeh Azar
Disoriental,Négar Djavadi
The Briar Club,Kate Quinn
Maybe You Should Talk To Someone,Lori Gottlieb
"Alexander And The Terrible, Horrible, No Good, Very Bad Day",Judith Viorst
Corduroy,Don Freeman
I Who Have Never Known Men,Jacqueline Harpman
Outlive,Peter Attia
The Travelling Cat Chronicles,Hiro Arikawa
Bunny,Mona Awad
One Dark Window,Rachel Gillig
Doctor Sleep,Stephen King
Millennium,Felipe Fernández-Armesto
Hell House,Richard Matheson
On the Calculation Of Volume 2,Solvej Balle
Ordinary Men,Christopher R. Browning
A Choir Of Ill Children,Tom Piccirilli
Book Of The Dead,John Skipp
Zombie,Joyce Carol Oates
In The Night Room,Peter Straub
The Missing,Sarah Langan
Duma Key,Stephen King
Audrey's Door,Sarah Langan
A Dark Matter,Peter Straub
The Devil Takes You Home,Gabino Iglesias
The Given Day,Dennis Lehane
Hitler And Stalin,Alan Bullock
Lord Of Scoundrels,Loretta Chase
The Duke Who Didn't,Courtney Milan
You Had Me At Hola,Alexis Daria
Last Night At The Telegraph Club,Malinda Lo
The Boer War,Thomas Pakenham
Fat Is A Feminist Issue,Susie Orbach
Angels Of The Universe,Einar Már Guðmundsson
Greek Lessons,Han Kang
Your Utopia,Bora Chung
Untold Night And Day,Bae Suah
The Hole,Hye-Young Pyun
Welcome To The Hyunam Dong Bookshop,Hwang Bo-reum
A Psalm For The Wild Built,Becky Chambers
"English, August",Upamanyu Chatterjee
Jejuri,Arun Kolatkar
India: A Million Mutinies Now,V. S. Naipaul
Into The Silence,Wade Davis
Mao's Great Famine,Frank Dikötter
The Heart Of Redness,Zakes Mda
When The Moon Hatched,Sarah A. Parker
The Secret History Of The World,Jonathan Black
Small Mercies,Dennis Lehane
Here One Moment,Liane Moriarty
Old God's Time,Sebastian Barry
Who Moved My Cheese? An Amazing Way To Deal With Change In Your Work And In Your Life...,Spencer Johnson
Europe,Norman Davies
Hitler,Ian Kershaw
The Battle For Spain,Antony Beevor
Ornamentalism,David Cannadine
Citizen Clem,John Bew
Fiasco,Thomas E. Ricks
The Great Partition,Yasmin Khan
The Library At Mount Char,Scott  Hawkins
Monstrilio,Gerardo Sámano Córdova
The Watsons Go To Birmingham   1963,Christopher Paul Curtis
The Vorrh,Brian Catling
Salt,Mark Kurlansky
A Swim In A Pond In The Rain,George Saunders
Q,Craig Brown
The Most,Jessica Anthony
How I Won A Nobel Prize,Julius Taranto
The Wedding People,Alison Espach
Mina's Matchbox,Yōko Ogawa
The Book Of Delights,Ross Gay
Worry,Alexandra Tanner
The Coming Wave,Mustafa Suleyman
Dominion,Tom Holland
The Invention Of Hugo Cabret,Brian Selznick
The Prospects,KT Hoffman
Beneath A Scarlet Sky,Mark T. Sullivan
Oracle Bones,Peter Hessler
Wealth And Power,Orville Schell
Frontier,Can Xue
"Imperial China, 900–1800",F. W. Mote
The Ask,Sam Lipsyte
The Blue Fox,Sjón
Luster,Raven Leilani
When Pride Still Mattered: A Life Of Vince Lombardi,David Maranis
Rumpelstiltskin,Paul O. Zelinsky
A City On Mars,Kelly Weinersmith
A Stroke Of The Pen,Terry Pratchett
The Four Winds,Kristin Hannah
Anthony Blunt: His Lives,Miranda Carter
The Last Mughal,William Dalrymple
The History And Culture Of The Indian People,R. C. Majumdar
The Englishman's Boy,Guy Vanderhaeghe
Starling House,Alix E. Harrow
Hijab Butch Blues,Lamya H.
Genentech,Sally Smith Hughes
On The Calculation Of Volume 1,Solvej Balle
What Happened To Ruthy Ramirez,Claire Jimenez
Faebound,Saara El-Arifi
The Adventures Of Amina Al Sirafi,S. A. Chakraborty
Eve,Cat Bohannon
Fox And I,Catherine Raven
The Hurricane Wars,Thea Guanzon
The Book Of Azrael,Amber Nicole
This Will Be Fun,E. B. Asher
Wolf Willow,Wallace Stegner
The Horizontal Man,Helen Eustis
An Outside Chance,Thomas McGuane
Great Japanese Stories,Jay Rubin
End Of The World And Hard Boiled Wonderland,Haruki Murakami
Girls To The Front,Sara Marcus
Esperanza Rising,Pam Muñoz Ryan
Maniac Magee,Jerry Spinelli
Olivia,Ian Falconer
The Paper Bag Princess,Robert Munsch
The Wednesday Wars,Gary D. Schmidt
Old Masters,Thomas Bernhard
The True Story Of The 3 Little Pigs,Jon Scieszka
The Man Who Killed Himself,Julian Symons
The Glass Sided Ants’ Nest,Peter Dickinson
Women Without Men,Shahrnush Parsipur
The Art Thief,Michael Finkel
The End Of Drum Time,Hanna Pylväinen
The Most Secret Memory Of Men,Mohamed Mbougar Sarr
The Wager,David Grann
Lo Que No Tiene Nombre,Piedad Bonnett
Los Estratos,Juan Cárdenas
The Mind In The Making,James Harvey Robinson
Confessions Of A Book Lover,Maurice Francis Egan
Stories,T. C. Boyle
Loonshots,Safi Bahcall
The Ride Of A Lifetime,Robert Iger
The Moment Of Lift,Melinda Gates
Tools And Weapons,Brad Smith
Hacking Darwin,Jamie Metzl
From The Ground Up,Howard Schultz
Blueprint,Nicholas A. Christakis
The Mosquito,Timothy C. Winegard
Growth,Vaclav Smil
Good Economics For Hard Times,Abhijit V. Banerjee
Upheaval,Jared Diamond
Prepared,Diane Tavenner
Dubin's Lives,Bernard Malamud
All The Devils Are Here,Louise Penny
A Song For The Dark Times,Ian Rankin
In The Valley,Ron Rash
The Last Trial,Scott Turow
A Private Cathedral,James Lee Burke
Die Stunde Zwischen Frau Und Gitarre,Clemens J. Setz
Chronik Meiner Straße,Barbara Honigmann
Accepting The Universe,John Burroughs
Creative Chemistry,Edwin Emery Slosson
Story Of Mankind,Hendrik Willem van Loon
Belgium; A Personal Narrative,Brand Whitlock
Why We're Polarized,Ezra Klein
Broken Genius,Joel N. Shurkin
Breath From Salt,Bijal P. Trivedi
Life In The West,Brian Aldiss
Modern Democracies,James Bryce
The Mandela Plot,Kenneth Bonert
Erste Erde Epos,Raoul Schrott
A Few Figs From Thistles,Edna St. Vincent Millay
Kindred Of The Dust,Peter B. Kyne
Steeplejack,James Huneker
Smoke And Steel,Carl Sandburg
Miss Lulu Bett,Zona Gale
The Raft,Coningsby Dawson
The Days Before Yesterday,Lord Frederick Spencer Hamilton
Moon Calf,Floyd Dell
The Outline Of Science,J. Arthur Thomson
The Conquest Of Fear,Basil King
Foursquare,Grace S. Richmond
The Beauty Defense,Laura James
The Cathedral,Hugh Walpole
My Friend's Book,Anatole France
Chance,Joseph Conrad
Round The Corner,Gilbert Cannan
The Story Of Louie,G. Oliver Onions
Play Nice But Win,Michael Dell
The Code Breaker,Walter Isaacson
Numbers Don't Lie,Vaclav Smil
A Thousand Brains,Jeff Hawkins
How To Avoid A Climate Disaster,Bill Gates
Here Comes Everybody,Clay Shirky
Joanna Godden,Sheila Kaye-Smith
Batouala,René Maran
Vandemark's Folly,Herbert Quick
Messer Marco Polo,Donn Byrne
Simon Called Peter,Robert Keable
Brass,Charles Gilman Norris
A History Of The Great War,John Buchan
The Children,Carolina Sanin
Am Weltenrand Sitzen Die Menschen Und Lachen,Philipp Weiss
The Unusual Suspect,Ben Machell
"Beasts, Men And Gods",Ferdynand Antoni Ossendowski
Merton Of The Movies,Harry Leon Wilson
How The World Really Works,Vaclav Smil
Surrender,Bono
Afterlives,Abdulrazak Gurnah
Up Stream,Ludwig Lewisohn
The Judge,Rebecca West
The Days Of A Man,David Starr Jordan
The Covered Wagon,Emerson Hough
Peter Whiffle,Carl Van Vechten
The Mercy Of Allah,Hilaire Belloc
Where The Blue Begins,Christopher Morley
Certain People Of Importance,Kathleen Thompson Norris
Companionable Books,Henry Van Dyke
The Revolt Against Civilization,Lothrop Stoddard
The Outline Of Literature,John Drinkwater
Abbé Pierre,Jay William Hudson
In Single Strictness,George Moore
Christianity And Progress,Harry Emerson Fosdick
Human Nature And Conduct,John Dewey
Where You Come From,Saša Stanišić
Primera Persona,Margarita García Robayo
The Bitch,Pilar Quintana
Fuzz,Mary Roach
The Babysitter,Liza Rodman
Couple Found Slain,Mikita Brottman
Last Call,Elon Green
Confident Women,Tori Telfer
The Good Girls,Sonia Faleiro
The Rope,Alex Tresniowski
Two Truths And A Lie,Ellen McGarrahan
Black Oxen,Gertrude Atherton
The Collected Poems Of John Masefield,John Masefield
The Middle Of The Road,Philip Gibbs
Do Not Disturb,Michela Wrong
Born In Blackness,Howard W. French
Through The Wheat,Thomas Boyd
His Children's Children,Arthur Cheney Train
Religious Perplexities,L. P. Jacks
Aus Der Zuckerfabrik,Dorothee Elmiger
Allegro Pastell,Leif Randt
Vom Aufstehen,Helga Schubert
Somos Luces Abismales,Carolina Sanin
The Alaskan,James Oliver Curwood
Children Of Loneliness,Anzia Yezierska
Lummox,Fannie Hurst
My Book And Heart,Corra Harris
Life And Confessions Of A Psychologist,G. Stanley Hall
The Paris Review Interviews,Paris Review
The Good Girl,Vincent O'Sullivan
A Spell Of Good Things,Ayọ̀bámi Adébáyọ̀
Terras Do Demo,Aquilino Ribeiro
Utz,Bruce Chatwin
